City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
369,bullhead city,35.1478,-114.5683,288.31,27,0,6.69,US,1675825901
370,kedrovyy,56.1667,91.8167,259.38,95,100,2.26,RU,1675826118
371,lichinga,-13.3128,35.2406,288.95,95,99,1.48,MZ,1675826119
372,la mana,-0.9333,-79.2167,296.69,91,67,1.23,EC,1675826120
373,noumea,-22.2763,166.4572,305.14,99,98,4.61,NC,1675826113
374,verkh-usugli,52.7,115.1667,257.89,74,4,1.02,RU,1675826013
375,inyonga,-6.7167,32.0667,289.67,93,53,1.2,TZ,1675826122
376,mao,39.8885,4.2658,283.46,81,75,8.75,ES,1675826123
377,ossora,59.2353,163.0719,250.26,85,84,2.73,RU,1675826125
378,prince rupert,54.3161,-130.3201,276.2,93,100,5.66,CA,1675826126
379,eureka,40.8021,-124.1637,284.4,85,99,0.45,US,1675826097
380,okato,-39.2,173.8833,295.88,100,6,6.58,NZ,1675826127
381,valleyview,55.0667,-117.2859,268.54,94,98,0.24,CA,1675826128
382,inongo,-1.95,18.2667,296.02,82,60,2.79,CD,1675826129
383,lasa,46.6166,10.7002,268.72,80,32,0.36,IT,1675826130
384,somerset east,-32.7217,25.588,289.46,94,100,4.05,ZA,1675826131
385,turka,49.1541,23.0297,260.35,100,96,0.41,UA,1675826131
386,cayenne,4.9333,-52.3333,298.17,88,20,1.54,GF,1675826132
387,merrill,45.1805,-89.6835,271.58,76,0,2.57,US,1675826133
388,capreol,46.706,-80.9225,269.91,89,69,3.75,CA,1675826134
389,nemuro,43.3236,145.575,269.92,57,28,1.74,JP,1675825901
390,singkang,2.1006,102.7994,301.66,67,100,2.67,MY,1675826135
391,big spring,32.2504,-101.4787,279.4,73,100,7.2,US,1675826137
392,southbridge,42.0751,-72.0334,273.35,93,100,0.89,US,1675826139
393,aykhal,66.0,111.5,236.38,100,68,1.14,RU,1675826140
394,naranjal,-2.6667,-79.6167,298.53,85,69,1.01,EC,1675826141
395,sokolo,14.7328,-6.1219,297.17,14,58,6.79,ML,1675825933
396,mega,4.05,38.3,288.98,37,2,2.46,ET,1675826142
397,bandarbeyla,9.4942,50.8122,298.14,72,98,6.37,SO,1675826142
398,dom pedrito,-30.9828,-54.6731,296.73,54,0,5.05,BR,1675826143
399,taunsa,30.7048,70.6505,287.91,42,85,2.03,PK,1675826144
400,cortez,37.3489,-108.5859,271.32,65,0,3.6,US,1675826144
401,minot,48.2325,-101.2963,275.38,75,0,4.12,US,1675826145
402,kitimat,54.0524,-128.6534,274.36,31,96,1.9,CA,1675826146
403,vanimo,-2.6741,141.3028,298.5,95,100,3.72,PG,1675826146
404,upata,8.0086,-62.3989,294.37,92,0,1.87,VE,1675826147
405,matara,5.9485,80.5353,297.98,87,91,3.08,LK,1675826148
406,yumen,40.2833,97.2,272.54,46,27,6.69,CN,1675826149
407,makat,47.6469,53.3463,266.08,78,97,8.05,KZ,1675826150
408,sao joao da barra,-21.6403,-41.0511,296.35,94,100,1.69,BR,1675826151
409,mbala,-8.8402,31.3659,287.91,92,99,0.46,ZM,1675826153
410,samana,19.2056,-69.3369,295.8,87,17,4.61,DO,1675825854
411,atambua,-9.1061,124.8925,300.97,71,48,1.95,ID,1675826155
412,codrington,-38.2667,141.9667,292.35,58,80,6.74,AU,1675826156
413,berehomet,48.1788,25.3486,260.67,99,93,1.48,UA,1675826156
414,belmonte,-15.8631,-38.8828,298.42,78,25,3.65,BR,1675825859
415,matagami,49.7502,-77.6328,263.21,79,100,8.75,CA,1675826157
416,churapcha,62.0025,132.4325,236.98,93,100,1.06,RU,1675826158
417,loudi,27.7344,111.9944,281.92,90,100,2.03,CN,1675826047
418,dingle,10.9995,122.6711,300.72,72,100,7.31,PH,1675825975
419,sulangan,11.1373,123.7228,299.68,77,100,5.29,PH,1675826159
420,tingi,-11.3,35.0333,290.55,90,100,0.09,TZ,1675826160
421,dzaoudzi,-12.7887,45.2699,300.09,83,20,2.06,YT,1675826160
422,rauma,61.1272,21.5113,273.17,97,100,2.11,FI,1675826161
423,bama,11.5221,13.6856,292.28,46,39,2.63,NG,1675826162
424,manavalakurichi,8.1333,77.3,299.44,61,8,1.94,IN,1675826163
425,eastbourne,50.7687,0.2845,276.33,70,99,1.62,GB,1675826164
426,saint-jean-port-joli,47.2171,-70.2658,269.71,92,100,3.02,CA,1675826167
427,omboue,-1.5746,9.2618,298.09,89,100,2.38,GA,1675826168
428,nuuk,64.1835,-51.7216,259.75,78,100,2.24,GL,1675826169
429,alice springs,-23.7,133.8833,306.9,40,40,6.17,AU,1675826120
430,arona,28.0996,-16.681,285.44,69,75,3.6,ES,1675826173
431,almaznyy,48.0448,40.045,262.83,88,14,7.67,RU,1675825914
432,biloela,-24.4167,150.5,305.09,33,63,5.68,AU,1675826175
433,margate,51.3813,1.3862,277.28,68,63,1.28,GB,1675826018
434,maldonado,-34.6667,-54.9167,294.94,69,44,4.34,UY,1675826177
435,marawi,7.9986,124.2928,298.92,56,72,2.26,PH,1675826179
436,mount isa,-20.7333,139.5,306.02,49,75,2.06,AU,1675826180
437,mezen,65.8522,44.24,274.24,94,98,4.85,RU,1675826183
438,mishawaka,41.662,-86.1586,276.35,85,20,4.12,US,1675826149
439,allapalli,19.4167,80.0667,296.95,31,17,0.52,IN,1675826186
440,pyaozerskiy,65.8333,31.1667,268.7,91,19,3.4,RU,1675826187
441,svetlogorsk,52.6333,29.7333,260.9,97,61,1.03,BY,1675826191
442,luderitz,-26.6481,15.1594,291.58,82,19,8.5,NA,1675826192
443,gimli,50.6336,-96.9907,266.16,86,17,1.54,CA,1675826193
444,chapais,49.7834,-74.8492,268.03,95,100,4.39,CA,1675826193
445,concepcion del oro,24.6333,-101.4167,288.06,15,76,2.08,MX,1675826194
446,yar-sale,66.8333,70.8333,258.88,83,100,9.74,RU,1675826080
447,the pas,53.8251,-101.2541,271.63,82,32,4.86,CA,1675825896
448,simeonovgrad,42.0333,25.8333,270.64,69,91,2.64,BG,1675826196
449,havelock,34.8791,-76.9013,285.34,76,0,1.54,US,1675826065
450,talakan,50.3167,130.3667,253.05,75,12,2.4,RU,1675826197
451,varzea da palma,-17.5981,-44.7308,295.25,80,99,0.65,BR,1675826198
452,felipe carrillo puerto,19.5833,-88.05,295.51,89,1,1.96,MX,1675826199
453,ust-nera,64.5667,143.2,237.96,95,80,0.58,RU,1675826200
454,namibe,-15.1961,12.1522,294.09,76,96,2.41,AO,1675826183
455,itarema,-2.9248,-39.9167,298.44,82,100,3.71,BR,1675826201
456,rovaniemi,66.5,25.7167,269.82,93,0,5.66,FI,1675826201
457,chico,39.7285,-121.8375,283.2,77,0,2.57,US,1675826153
458,high level,58.5169,-117.136,272.21,55,0,2.57,CA,1675826202
459,rocha,-34.4833,-54.3333,293.82,82,28,3.43,UY,1675826204
460,kasongo-lunda,-6.4667,16.8167,292.82,97,100,0.44,CD,1675826204
461,ixtapa,20.7,-105.2,294.72,83,0,0.0,MX,1675826205
462,zhigansk,66.7697,123.3711,229.57,97,100,2.93,RU,1675826206
463,labateca,7.2985,-72.4944,288.14,96,89,0.75,CO,1675826206
464,san roque,36.2107,-5.3842,284.61,82,75,3.6,ES,1675826207
465,plavsk,53.7094,37.2919,261.52,96,46,1.36,RU,1675826208
466,vostok,46.4856,135.8833,257.75,75,61,5.49,RU,1675826208
467,rudbar,30.15,62.6,287.61,38,41,1.95,AF,1675826209
468,tumut,-35.3,148.2167,302.55,37,15,4.76,AU,1675826209
469,alagoa grande,-7.1583,-35.63,294.33,76,100,1.62,BR,1675826211
470,nerja,36.7585,-3.8873,285.5,95,99,1.79,ES,1675826211
471,do gonbadan,30.3586,50.7981,281.2,93,20,0.0,IR,1675826212
472,darhan,49.4867,105.9228,255.5,92,10,1.97,MN,1675826213
473,hofn,64.2539,-15.2082,273.62,60,100,8.18,IS,1675826214
474,srednekolymsk,67.45,153.6833,240.62,95,100,2.46,RU,1675825966
475,lazaro cardenas,17.9583,-102.2,296.58,81,0,1.58,MX,1675826215
476,ca mau,9.1769,105.15,303.66,55,30,5.32,VN,1675826215
477,broken hill,-31.95,141.4333,303.91,15,0,5.27,AU,1675826216
478,port keats,-14.25,129.55,305.14,59,31,3.96,AU,1675826216
479,congonhas,-20.4997,-43.8578,291.73,94,100,0.53,BR,1675826217
480,trapani,37.8333,12.6667,278.64,67,100,3.21,IT,1675826106
481,rio tuba,8.5061,117.4317,300.89,74,100,6.21,PH,1675826219
482,boa vista,2.8197,-60.6733,300.14,69,40,5.66,BR,1675826219
483,gilbues,-9.8317,-45.3439,295.84,74,53,0.85,BR,1675826220
484,huron,41.1501,-82.5499,278.52,88,64,2.56,US,1675826221
485,grants pass,42.439,-123.3284,282.79,86,75,4.63,US,1675825979
486,khovu-aksy,51.1333,93.6,255.11,85,13,1.75,RU,1675826222
487,khandyga,62.6667,135.6,235.06,95,98,0.43,RU,1675826223
488,barrancas,10.9576,-72.7877,295.84,90,22,1.49,CO,1675826224
489,yarmouth,41.7057,-70.2286,275.18,85,75,4.12,US,1675826225
490,podor,16.6527,-14.9587,294.18,18,79,4.86,MR,1675826226
491,la libertad,-2.2333,-80.9,299.21,77,14,3.24,EC,1675826228
492,ahuimanu,21.4447,-157.8378,299.99,79,40,7.2,US,1675826229
493,merauke,-8.4667,140.3333,301.11,81,84,6.95,ID,1675826230
494,key west,24.5557,-81.7826,297.15,73,20,4.63,US,1675825755
495,sambava,-14.2667,50.1667,296.77,88,88,3.32,MG,1675826233
496,homer,59.6425,-151.5483,269.09,72,75,8.23,US,1675826234
497,katherine,-14.4667,132.2667,307.33,46,0,2.57,AU,1675826236
498,grand-santi,4.25,-54.3833,294.97,99,42,1.1,GF,1675826237
499,bambous virieux,-20.3428,57.7575,299.29,83,40,5.14,MU,1675826239
500,lata,40.1629,-8.3327,282.08,82,31,2.44,PT,1675826240
501,honiara,-9.4333,159.95,302.37,72,100,2.9,SB,1675826242
502,hendek,40.7994,30.7481,272.25,92,100,1.31,TR,1675826242
503,lidkoping,58.5052,13.1577,277.16,97,100,6.27,SE,1675826244
504,winneba,5.3511,-0.6231,298.44,91,69,3.1,GH,1675826245
505,lugo,43.0,-7.5,271.75,93,42,1.39,ES,1675826239
506,la vega,19.2221,-70.5296,295.62,94,1,1.75,DO,1675826247
507,wanaka,-44.7,169.15,292.65,34,94,5.36,NZ,1675826249
508,catuday,16.2923,119.8062,301.48,65,96,3.56,PH,1675826252
509,kupang,-10.1667,123.5833,304.47,74,40,5.14,ID,1675826252
510,vardo,70.3705,31.1107,272.14,80,10,10.8,NO,1675826196
511,ketchikan,55.3422,-131.6461,276.41,87,100,3.09,US,1675826253
512,buala,-8.145,159.5921,300.66,85,90,3.44,SB,1675826254
513,najran,17.4924,44.1277,288.51,70,4,2.49,SA,1675826255
514,tutoia,-2.7619,-42.2744,297.42,90,100,2.6,BR,1675826256
515,berdigestyakh,62.0989,126.6992,239.08,97,100,1.0,RU,1675826257
516,murgab,37.4966,61.9714,284.08,40,0,4.12,TM,1675826258
517,beringovskiy,63.05,179.3167,245.13,94,71,3.48,RU,1675826258
518,balabac,7.9868,117.0645,300.52,75,100,6.02,PH,1675826259
519,kawalu,-7.3817,108.2082,300.64,73,100,0.84,ID,1675826090
520,urusha,54.05,122.9,254.72,79,100,0.61,RU,1675826260
521,mocorito,25.4833,-107.9167,287.71,35,91,1.37,MX,1675826260
522,tabou,4.423,-7.3528,299.03,86,100,2.7,CI,1675826261
523,abu samrah,35.3029,37.1841,275.47,79,68,1.99,SY,1675826262
524,blagoveshchenka,52.8333,79.8667,251.45,100,95,1.71,RU,1675826262
525,san ramon de la nueva oran,-23.1322,-64.326,302.27,53,96,1.24,AR,1675826263
526,karratha,-20.7377,116.8463,308.22,37,42,4.51,AU,1675826263
527,celestun,20.8667,-90.4,299.03,67,22,5.95,MX,1675826264
528,shinjo,38.7586,140.3008,276.64,71,55,2.41,JP,1675826265
529,linxia,35.6003,103.2064,271.92,80,100,2.49,CN,1675826265
530,champerico,14.3,-91.9167,298.76,71,6,2.16,GT,1675826266
531,popondetta,-8.7537,148.2534,304.97,59,100,2.87,PG,1675826266
532,college,64.8569,-147.8028,259.14,78,75,0.0,US,1675826267
533,zaozhuang,34.8647,117.5542,281.72,48,100,6.09,CN,1675826267
534,klyuchevskiy,53.5317,119.4519,256.63,71,2,0.84,RU,1675826268
535,los llanos de aridane,28.6585,-17.9182,285.01,62,20,3.09,ES,1675826198
536,harper,4.375,-7.7169,299.09,85,100,2.87,LR,1675826269
537,roebourne,-20.7833,117.1333,307.63,39,60,4.4,AU,1675826271
538,shache,38.4167,77.2406,271.72,62,0,1.86,CN,1675826272
539,riyadh,24.6877,46.7219,285.23,42,24,2.2,SA,1675826153
540,rabaul,-4.1967,152.1721,302.08,70,100,4.41,PG,1675826273
541,vanersborg,58.3807,12.3234,279.03,93,100,4.12,SE,1675826274
542,tarauaca,-8.1614,-70.7656,294.79,98,69,0.84,BR,1675826275
543,suntar,62.1444,117.6319,242.78,95,100,1.05,RU,1675826275
544,menongue,-14.6585,17.691,289.5,82,100,1.48,AO,1675826276
545,farmington,36.7281,-108.2187,274.53,45,0,0.0,US,1675826276
546,krasnoselkup,65.7,82.4667,241.64,100,100,2.12,RU,1675826277
547,derzhavinsk,51.1,66.3167,252.98,100,97,3.37,KZ,1675826277
548,cootamundra,-34.65,148.0333,302.56,32,19,5.53,AU,1675826278
549,morondava,-20.2833,44.2833,298.02,86,99,2.59,MG,1675826278
550,santa maria,-29.6842,-53.8069,295.41,56,0,3.01,BR,1675826147
551,sokna,60.24,9.9235,266.65,98,79,1.03,NO,1675826279
552,hohhot,40.8106,111.6522,273.31,37,0,5.0,CN,1675826280
553,ust-ilimsk,58.0006,102.6619,260.64,93,100,2.09,RU,1675826280
